Date,Open,High,Low,Close,Adj Close,Volume
2002-11-15,37.950001,38.162498,37.500000,37.924999,26.870955,154144
2002-11-18,38.250000,38.737499,37.837502,38.312500,27.145519,217672
2002-11-19,38.312500,38.312500,38.312500,38.312500,27.145519,0
2002-11-20,38.250000,39.875000,38.250000,39.575001,28.040028,406128
2002-11-21,40.312500,44.724998,40.312500,43.000000,30.466749,2664024
2002-11-22,41.387501,45.174999,41.387501,42.337502,29.997341,1184016
2002-11-25,42.750000,43.200001,41.750000,42.262501,29.944220,428920
2002-11-26,42.625000,43.450001,41.775002,42.012501,29.767071,367496
2002-11-27,42.750000,42.750000,40.887501,41.125000,29.138264,301128
2002-11-28,41.525002,43.724998,41.512501,42.799999,30.325033,447680
2002-11-29,42.799999,42.799999,42.799999,42.799999,30.325033,0
2002-12-02,44.875000,49.000000,44.474998,47.387501,33.575401,1388680
2002-12-03,48.500000,52.424999,46.775002,50.099998,35.497303,4082608
2002-12-04,49.224998,51.187500,47.762501,48.424999,34.310516,2594928
2002-12-05,48.125000,51.112499,48.125000,49.650002,35.178455,1720264
2002-12-06,50.500000,51.674999,49.637501,50.950001,36.099560,1139968
2002-12-09,50.750000,51.724998,48.025002,48.500000,34.363651,975768
2002-12-10,47.625000,50.500000,47.275002,49.612499,35.151886,837808
2002-12-11,51.000000,53.987499,50.750000,51.950001,36.808071,3286400
2002-12-12,52.000000,54.000000,52.000000,52.375000,37.109207,2568024
2002-12-13,53.000000,53.674999,52.275002,52.587502,37.259762,1112288
2002-12-16,53.250000,53.674999,50.025002,50.325001,35.656731,1231456
2002-12-17,51.275002,51.275002,48.900002,49.400002,35.001339,855656
2002-12-18,49.950001,50.724998,48.599998,48.937500,34.673626,618096
2002-12-19,49.924999,54.375000,49.375000,53.075001,37.605183,3770256
2002-12-20,53.750000,54.950001,52.500000,53.512501,37.915161,2952072
2002-12-23,53.750000,53.762501,51.250000,51.612499,36.568947,1277744
2002-12-24,51.750000,54.000000,51.562500,53.737499,38.074558,1729840
2002-12-25,53.737499,53.737499,53.737499,53.737499,38.074558,0
2002-12-26,54.150002,55.950001,53.250000,55.262501,39.155067,2894448
2002-12-27,55.650002,55.875000,53.787498,54.012501,38.269417,956984
2002-12-30,54.000000,57.724998,52.762501,57.150002,40.492420,4253744
2002-12-31,57.525002,61.087502,56.000000,60.112499,42.591434,9998480
2003-01-01,59.987499,61.974998,59.987499,61.087502,43.282261,6027072
2003-01-02,61.525002,62.924999,57.912498,58.299999,41.307228,5325328
2003-01-03,60.000000,61.049999,58.500000,59.012501,41.812073,4198040
2003-01-06,59.924999,60.187500,56.875000,57.262501,40.572136,4121520
2003-01-07,58.000000,58.500000,56.062500,56.599998,40.102734,2650800
2003-01-08,57.349998,59.150002,56.924999,58.625000,41.537521,2648456
2003-01-09,59.000000,60.150002,58.450001,59.200001,41.944912,2630400
2003-01-10,60.000000,60.000000,55.262501,55.575001,39.376484,1702816
2003-01-13,56.224998,56.750000,54.250000,56.137501,39.775047,2421496
2003-01-14,56.724998,58.625000,56.500000,56.887501,40.306435,2239360
2003-01-15,57.349998,58.625000,57.025002,58.025002,41.112385,2759760
2003-01-16,58.462502,60.200001,57.525002,58.849998,41.696915,2842656
2003-01-17,58.125000,59.000000,57.275002,57.525002,40.758125,1284144
2003-01-20,57.250000,57.474998,55.275002,55.687500,39.456200,928872
2003-01-21,55.762501,56.562500,54.000000,54.237499,38.428814,1147240
2003-01-22,54.700001,55.750000,54.075001,54.474998,38.597118,1081352
2003-01-23,53.750000,54.474998,51.775002,52.474998,37.180058,1001872
2003-01-24,52.625000,53.474998,49.887501,50.599998,35.851559,1436848
2003-01-27,48.000000,49.974998,46.275002,47.075001,33.353996,916832
2003-01-28,48.137501,50.750000,46.250000,50.362499,35.683281,2043224
2003-01-29,50.525002,51.250000,48.549999,48.937500,34.673626,1370440
2003-01-30,48.775002,51.099998,48.775002,49.687500,35.205036,1203464
2003-01-31,48.750000,50.112499,48.174999,48.487499,34.354786,1083040
2003-02-03,48.812500,52.474998,48.625000,52.187500,36.976360,1566808
2003-02-04,52.250000,53.474998,50.012501,50.549999,35.816132,1311144
2003-02-05,49.750000,50.500000,48.837502,49.612499,35.151886,845080
2003-02-06,49.687500,50.900002,49.125000,50.612499,35.860413,946624
2003-02-07,50.137501,51.912498,49.562500,50.125000,35.515015,1023440
2003-02-10,49.500000,50.224998,48.299999,48.462502,34.337070,449688
2003-02-11,48.500000,49.737499,47.750000,48.025002,34.027100,701960
2003-02-12,48.525002,48.750000,47.025002,47.387501,33.575401,459064
2003-02-13,47.387501,47.387501,47.387501,47.387501,33.575401,0
2003-02-14,45.637501,47.849998,44.562500,44.987499,31.874945,790336
2003-02-17,46.250000,48.000000,45.787498,47.849998,33.903099,795272
2003-02-18,48.599998,49.000000,47.325001,47.562500,33.699406,819688
2003-02-19,48.250000,48.462502,47.412498,47.587502,33.717121,455960
2003-02-20,46.400002,47.737499,45.825001,47.437500,33.610840,542944
2003-02-21,47.500000,47.950001,46.424999,46.612499,33.026306,494544
2003-02-24,47.737499,47.737499,46.500000,46.900002,33.230011,326488
2003-02-25,45.387501,47.000000,45.387501,45.799999,32.450626,264440
2003-02-26,46.275002,46.950001,44.650002,45.000000,31.883802,422312
2003-02-27,44.750000,46.450001,44.700001,45.687500,32.370914,280480
2003-02-28,47.387501,48.500000,46.049999,48.049999,34.044815,694688
2003-03-03,46.275002,48.987499,46.275002,47.525002,33.672829,500896
2003-03-04,47.000000,47.000000,46.000000,46.337502,32.831467,255760
2003-03-05,45.825001,47.000000,44.937500,46.525002,32.964310,471552
2003-03-06,46.900002,46.900002,45.000000,45.262501,32.069798,265080
2003-03-07,45.974998,45.974998,43.812500,44.000000,31.175268,518664
2003-03-10,43.837502,44.250000,40.375000,41.025002,29.067402,346400
2003-03-11,40.000000,43.450001,39.575001,42.012501,29.767071,497168
2003-03-12,43.174999,43.174999,41.200001,41.387501,29.324240,481872
2003-03-13,42.212502,42.724998,41.000000,41.924999,29.705067,390112
2003-03-14,41.924999,41.924999,41.924999,41.924999,29.705067,0
2003-03-17,40.775002,43.000000,40.275002,41.799999,29.616489,373856
2003-03-18,41.799999,41.799999,41.799999,41.799999,29.616489,0
2003-03-19,42.875000,43.250000,41.312500,41.712502,29.554514,374256
2003-03-20,41.875000,43.000000,41.000000,42.724998,30.271902,537616
2003-03-21,42.724998,42.724998,42.724998,42.724998,30.271902,0
2003-03-24,43.375000,43.750000,41.250000,41.587502,29.465933,328920
2003-03-25,42.474998,42.474998,40.125000,40.987499,29.040838,351496
2003-03-26,42.250000,42.250000,40.125000,40.799999,28.907980,260264
2003-03-27,40.474998,41.000000,40.000000,40.412498,28.633419,241056
2003-03-28,41.500000,41.500000,40.000000,40.174999,28.465132,218000
2003-03-31,32.474998,39.712502,32.474998,38.387501,27.198648,230712
2003-04-01,null,null,null,null,null,null
2003-04-02,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-04-03,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-04-04,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-04-07,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-04-08,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-04-09,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-04-10,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-04-11,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-04-14,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-04-15,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-04-16,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-04-17,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-04-18,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-04-21,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-04-22,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-04-23,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-04-24,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-04-25,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-04-28,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-04-29,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-04-30,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-05-01,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-05-02,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-05-05,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-05-06,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-05-07,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-05-08,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-05-09,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-05-12,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-05-13,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-05-14,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-05-15,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-05-16,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-05-19,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-05-20,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-05-21,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-05-22,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-05-23,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-05-26,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-05-27,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-05-28,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-05-29,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-05-30,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-06-02,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-06-03,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-06-04,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-06-05,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-06-06,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-06-09,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-06-10,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-06-11,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-06-12,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-06-13,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-06-16,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-06-17,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-06-18,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-06-19,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-06-20,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-06-23,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-06-24,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-06-25,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-06-26,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-06-27,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-06-30,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-07-01,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-07-02,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-07-03,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-07-04,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-07-07,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-07-08,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-07-09,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-07-10,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-07-11,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-07-14,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-07-15,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-07-16,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-07-17,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-07-18,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-07-21,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-07-22,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-07-23,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-07-24,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-07-25,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-07-28,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-07-29,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-07-30,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-07-31,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-08-01,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-08-04,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-08-05,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-08-06,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-08-07,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-08-08,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-08-11,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-08-12,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-08-13,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-08-14,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-08-15,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-08-18,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-08-19,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-08-20,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-08-21,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-08-22,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-08-25,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-08-26,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-08-27,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-08-28,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-08-29,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-09-01,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-09-02,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-09-03,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-09-04,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-09-05,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-09-08,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-09-09,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-09-10,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-09-11,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-09-12,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-09-15,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-09-16,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-09-17,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-09-18,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-09-19,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-09-22,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-09-23,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-09-24,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-09-25,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-09-26,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-09-29,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-09-30,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-10-01,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-10-02,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-10-03,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-10-06,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-10-07,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-10-08,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-10-09,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-10-10,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-10-13,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-10-14,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-10-15,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-10-16,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-10-17,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-10-20,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-10-21,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-10-22,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-10-23,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-10-24,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-10-27,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-10-28,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-10-29,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-10-30,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-10-31,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-11-03,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-11-04,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-11-05,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-11-06,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-11-07,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-11-10,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-11-11,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-11-12,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-11-13,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-11-14,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-11-17,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-11-18,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-11-19,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-11-20,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-11-21,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-11-24,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-11-25,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-11-26,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-11-27,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-11-28,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-12-01,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-12-02,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-12-03,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-12-04,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-12-05,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-12-08,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-12-09,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-12-10,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-12-11,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-12-12,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-12-15,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-12-16,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-12-17,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-12-18,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-12-19,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-12-22,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-12-23,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-12-24,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-12-25,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-12-26,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-12-29,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-12-30,38.387501,38.387501,38.387501,38.387501,27.198648,0
2003-12-31,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-01-01,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-01-02,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-01-05,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-01-06,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-01-07,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-01-08,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-01-09,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-01-12,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-01-13,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-01-14,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-01-15,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-01-16,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-01-19,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-01-20,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-01-21,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-01-22,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-01-23,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-01-26,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-01-27,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-01-28,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-01-29,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-01-30,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-02-02,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-02-03,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-02-04,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-02-05,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-02-06,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-02-09,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-02-10,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-02-11,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-02-12,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-02-13,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-02-16,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-02-17,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-02-18,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-02-19,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-02-20,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-02-23,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-02-24,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-02-25,38.387501,38.387501,38.387501,38.387501,27.198648,0
2004-02-26,38.387501,38.387501,38.387501,38.387501,27.198648,0
